SiteCode,Year,SpeciesCode,ReportItem,ReportItemName,Annual
GR7,2017,NO2,0,Nitrogen Dioxide,-999
GR7,2017,NO2,1,Data capture rate (%):,100
GR7,2017,NO2,2,Hourly max (ug/m3):,168
GR7,2017,NO2,3,Low days:,365
GR7,2017,NO2,4,Moderate days:,0
GR7,2017,NO2,5,High days:,0
GR7,2017,NO2,6,Very High days:,0
GR7,2017,NO2,7,Mean: (AQS Objective < 40ug/m3),38
GR7,2017,NO2,7,Annual data capture rate (%):,100
GR7,2017,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR7,2017,PM10,0,PM10 Particulates,-999
GR7,2017,PM10,1,Data capture rate (%):,98
GR7,2017,PM10,2,Hourly mean (ug/m3):,39.5
GR7,2017,PM10,3,Low days:,342
GR7,2017,PM10,4,Moderate days:,10
GR7,2017,PM10,5,High days:,2
GR7,2017,PM10,6,Very High days:,0
GR7,2017,PM10,7,Mean: (AQS Objective < 40ug/m3),23
GR7,2017,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),15
GR7,2017,PM10,7,Annual data capture rate (%):,98
GR7,2018,NO2,0,Nitrogen Dioxide,-999
GR7,2018,NO2,1,Data capture rate (%):,100
GR7,2018,NO2,2,Hourly max (ug/m3):,112.2
GR7,2018,NO2,3,Low days:,365
GR7,2018,NO2,4,Moderate days:,0
GR7,2018,NO2,5,High days:,0
GR7,2018,NO2,6,Very High days:,0
GR7,2018,NO2,7,Mean: (AQS Objective < 40ug/m3),35
GR7,2018,NO2,7,Annual data capture rate (%):,100
GR7,2018,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR7,2018,PM10,0,PM10 Particulates,-999
GR7,2018,PM10,1,Data capture rate (%):,98
GR7,2018,PM10,2,Hourly mean (ug/m3):,36.9
GR7,2018,PM10,3,Low days:,355
GR7,2018,PM10,4,Moderate days:,3
GR7,2018,PM10,5,High days:,0
GR7,2018,PM10,6,Very High days:,0
GR7,2018,PM10,7,Mean: (AQS Objective < 40ug/m3),22
GR7,2018,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),5
GR7,2018,PM10,7,Annual data capture rate (%):,98
GR7,2019,NO2,0,Nitrogen Dioxide,-999
GR7,2019,NO2,1,Data capture rate (%):,100
GR7,2019,NO2,2,Hourly max (ug/m3):,138.3
GR7,2019,NO2,3,Low days:,365
GR7,2019,NO2,4,Moderate days:,0
GR7,2019,NO2,5,High days:,0
GR7,2019,NO2,6,Very High days:,0
GR7,2019,NO2,7,Mean: (AQS Objective < 40ug/m3),38
GR7,2019,NO2,7,Annual data capture rate (%):,100
GR7,2019,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR7,2019,PM10,0,PM10 Particulates,-999
GR7,2019,PM10,1,Data capture rate (%):,95
GR7,2019,PM10,2,Hourly mean (ug/m3):,32.7
GR7,2019,PM10,3,Low days:,340
GR7,2019,PM10,4,Moderate days:,7
GR7,2019,PM10,5,High days:,0
GR7,2019,PM10,6,Very High days:,0
GR7,2019,PM10,7,Mean: (AQS Objective < 40ug/m3),20
GR7,2019,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),7
GR7,2019,PM10,7,Annual data capture rate (%):,95
GR7,2020,NO2,0,Nitrogen Dioxide,-999
GR7,2020,NO2,1,Data capture rate (%):,94
GR7,2020,NO2,2,Hourly max (ug/m3):,137
GR7,2020,NO2,3,Low days:,345
GR7,2020,NO2,4,Moderate days:,0
GR7,2020,NO2,5,High days:,0
GR7,2020,NO2,6,Very High days:,0
GR7,2020,NO2,7,Mean: (AQS Objective < 40ug/m3),29
GR7,2020,NO2,7,Annual data capture rate (%):,95
GR7,2020,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR7,2020,PM10,0,PM10 Particulates,-999
GR7,2020,PM10,1,Data capture rate (%):,64
GR7,2020,PM10,2,Hourly mean (ug/m3):,31.8
GR7,2020,PM10,3,Low days:,223
GR7,2020,PM10,4,Moderate days:,4
GR7,2020,PM10,5,High days:,0
GR7,2020,PM10,6,Very High days:,0
GR7,2020,PM10,7,Mean: (AQS Objective < 40ug/m3),17
GR7,2020,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),4
GR7,2020,PM10,7,Annual data capture rate (%):,64
GR7,2021,NO2,0,Nitrogen Dioxide,-999
GR7,2021,NO2,1,Data capture rate (%):,100
GR7,2021,NO2,2,Hourly max (ug/m3):,109.2
GR7,2021,NO2,3,Low days:,365
GR7,2021,NO2,4,Moderate days:,0
GR7,2021,NO2,5,High days:,0
GR7,2021,NO2,6,Very High days:,0
GR7,2021,NO2,7,Mean: (AQS Objective < 40ug/m3),30
GR7,2021,NO2,7,Annual data capture rate (%):,100
GR7,2021,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR7,2021,PM10,0,PM10 Particulates,-999
GR7,2021,PM10,1,Data capture rate (%):,96
GR7,2021,PM10,2,Hourly mean (ug/m3):,31.4
GR7,2021,PM10,3,Low days:,348
GR7,2021,PM10,4,Moderate days:,1
GR7,2021,PM10,5,High days:,0
GR7,2021,PM10,6,Very High days:,0
GR7,2021,PM10,7,Mean: (AQS Objective < 40ug/m3),19
GR7,2021,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),2
GR7,2021,PM10,7,Annual data capture rate (%):,96
GR7,2022,NO2,0,Nitrogen Dioxide,-999
GR7,2022,NO2,1,Data capture rate (%):,94
GR7,2022,NO2,2,Hourly max (ug/m3):,111.1
GR7,2022,NO2,3,Low days:,343
GR7,2022,NO2,4,Moderate days:,0
GR7,2022,NO2,5,High days:,0
GR7,2022,NO2,6,Very High days:,0
GR7,2022,NO2,7,Mean: (AQS Objective < 40ug/m3),27
GR7,2022,NO2,7,Annual data capture rate (%):,94
GR7,2022,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR7,2022,PM10,0,PM10 Particulates,-999
GR7,2022,PM10,1,Data capture rate (%):,95
GR7,2022,PM10,2,Hourly mean (ug/m3):,28.4
GR7,2022,PM10,3,Low days:,338
GR7,2022,PM10,4,Moderate days:,3
GR7,2022,PM10,5,High days:,0
GR7,2022,PM10,6,Very High days:,0
GR7,2022,PM10,7,Mean: (AQS Objective < 40ug/m3),17
GR7,2022,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),3
GR7,2022,PM10,7,Annual data capture rate (%):,95
GR7,2023,NO2,0,Nitrogen Dioxide,-999
GR7,2023,NO2,1,Data capture rate (%):,97
GR7,2023,NO2,2,Hourly max (ug/m3):,117.4
GR7,2023,NO2,3,Low days:,353
GR7,2023,NO2,4,Moderate days:,0
GR7,2023,NO2,5,High days:,0
GR7,2023,NO2,6,Very High days:,0
GR7,2023,NO2,7,Mean: (AQS Objective < 40ug/m3),28
GR7,2023,NO2,7,Annual data capture rate (%):,97
GR7,2023,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR7,2023,PM10,0,PM10 Particulates,-999
GR7,2023,PM10,1,Data capture rate (%):,97
GR7,2023,PM10,2,Hourly mean (ug/m3):,26.5
GR7,2023,PM10,3,Low days:,355
GR7,2023,PM10,4,Moderate days:,0
GR7,2023,PM10,5,High days:,0
GR7,2023,PM10,6,Very High days:,0
GR7,2023,PM10,7,Mean: (AQS Objective < 40ug/m3),14
GR7,2023,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),0
GR7,2023,PM10,7,Annual data capture rate (%):,97
GR7,2024,NO2,0,Nitrogen Dioxide,-999
GR7,2024,NO2,1,Data capture rate (%):,72
GR7,2024,NO2,2,Hourly max (ug/m3):,93.3
GR7,2024,NO2,3,Low days:,263
GR7,2024,NO2,4,Moderate days:,0
GR7,2024,NO2,5,High days:,0
GR7,2024,NO2,6,Very High days:,0
GR7,2024,NO2,7,Mean: (AQS Objective < 40ug/m3),25
GR7,2024,NO2,7,Annual data capture rate (%):,72
GR7,2024,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR7,2024,PM10,0,PM10 Particulates,-999
GR7,2024,PM10,1,Data capture rate (%):,75
GR7,2024,PM10,2,Hourly mean (ug/m3):,26
GR7,2024,PM10,3,Low days:,272
GR7,2024,PM10,4,Moderate days:,0
GR7,2024,PM10,5,High days:,0
GR7,2024,PM10,6,Very High days:,0
GR7,2024,PM10,7,Mean: (AQS Objective < 40ug/m3),15
GR7,2024,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),0
GR7,2024,PM10,7,Annual data capture rate (%):,75
GR8,2014,FINE,0,PM2.5 (not reference equiv.),-999
GR8,2014,FINE,1,Data capture rate (%):,95
GR8,2014,FINE,2,Hourly mean (ug/m3):,25.1
GR8,2014,NO2,0,Nitrogen Dioxide,-999
GR8,2014,NO2,1,Data capture rate (%):,99
GR8,2014,NO2,2,Hourly max (ug/m3):,268.4
GR8,2014,NO2,3,Low days:,348
GR8,2014,NO2,4,Moderate days:,12
GR8,2014,NO2,5,High days:,0
GR8,2014,NO2,6,Very High days:,0
GR8,2014,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),26
GR8,2014,NO2,7,Mean: (AQS Objective < 40ug/m3),75
GR8,2014,NO2,7,Annual data capture rate (%):,99
GR8,2014,O3,0,Ozone,-999
GR8,2014,O3,1,Data capture rate (%):,100
GR8,2014,O3,2,Rolling 8hr max (ug/m3):,74.7
GR8,2014,O3,3,Low days:,362
GR8,2014,O3,4,Moderate days:,0
GR8,2014,O3,5,High days:,0
GR8,2014,O3,6,Very High days:,0
GR8,2014,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),0
GR8,2014,O3,7,Annual data capture rate (%):,100
GR8,2014,PM10,0,PM10 Particulates,-999
GR8,2014,PM10,1,Data capture rate (%):,82
GR8,2014,PM10,2,Hourly mean (ug/m3):,53.4
GR8,2014,PM10,3,Low days:,274
GR8,2014,PM10,4,Moderate days:,18
GR8,2014,PM10,5,High days:,2
GR8,2014,PM10,6,Very High days:,0
GR8,2014,PM10,7,Mean: (AQS Objective < 40ug/m3),30
GR8,2014,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),24
GR8,2014,PM10,7,Annual data capture rate (%):,82
GR8,2015,FINE,0,PM2.5 (not reference equiv.),-999
GR8,2015,FINE,1,Data capture rate (%):,88
GR8,2015,FINE,2,Hourly mean (ug/m3):,20.5
GR8,2015,NO2,0,Nitrogen Dioxide,-999
GR8,2015,NO2,1,Data capture rate (%):,96
GR8,2015,NO2,2,Hourly max (ug/m3):,228.7
GR8,2015,NO2,3,Low days:,346
GR8,2015,NO2,4,Moderate days:,3
GR8,2015,NO2,5,High days:,0
GR8,2015,NO2,6,Very High days:,0
GR8,2015,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),6
GR8,2015,NO2,7,Mean: (AQS Objective < 40ug/m3),66
GR8,2015,NO2,7,Annual data capture rate (%):,96
GR8,2015,O3,0,Ozone,-999
GR8,2015,O3,1,Data capture rate (%):,98
GR8,2015,O3,2,Rolling 8hr max (ug/m3):,75
GR8,2015,O3,3,Low days:,355
GR8,2015,O3,4,Moderate days:,0
GR8,2015,O3,5,High days:,0
GR8,2015,O3,6,Very High days:,0
GR8,2015,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),0
GR8,2015,O3,7,Annual data capture rate (%):,98
GR8,2015,PM10,0,PM10 Particulates,-999
GR8,2015,PM10,1,Data capture rate (%):,99
GR8,2015,PM10,2,Hourly mean (ug/m3):,53.6
GR8,2015,PM10,3,Low days:,343
GR8,2015,PM10,4,Moderate days:,20
GR8,2015,PM10,5,High days:,0
GR8,2015,PM10,6,Very High days:,0
GR8,2015,PM10,7,Mean: (AQS Objective < 40ug/m3),30
GR8,2015,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),22
GR8,2015,PM10,7,Annual data capture rate (%):,99
GR8,2016,FINE,0,PM2.5 (not reference equiv.),-999
GR8,2016,FINE,1,Data capture rate (%):,92
GR8,2016,FINE,2,Hourly mean (ug/m3):,22.9
GR8,2016,NO2,0,Nitrogen Dioxide,-999
GR8,2016,NO2,1,Data capture rate (%):,97
GR8,2016,NO2,2,Hourly max (ug/m3):,277.1
GR8,2016,NO2,3,Low days:,349
GR8,2016,NO2,4,Moderate days:,6
GR8,2016,NO2,5,High days:,0
GR8,2016,NO2,6,Very High days:,0
GR8,2016,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),24
GR8,2016,NO2,7,Mean: (AQS Objective < 40ug/m3),64
GR8,2016,NO2,7,Annual data capture rate (%):,97
GR8,2016,O3,0,Ozone,-999
GR8,2016,O3,1,Data capture rate (%):,100
GR8,2016,O3,2,Rolling 8hr max (ug/m3):,114.6
GR8,2016,O3,3,Low days:,361
GR8,2016,O3,4,Moderate days:,0
GR8,2016,O3,5,High days:,0
GR8,2016,O3,6,Very High days:,0
GR8,2016,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),0
GR8,2016,O3,7,Annual data capture rate (%):,100
GR8,2016,PM10,0,PM10 Particulates,-999
GR8,2016,PM10,1,Data capture rate (%):,86
GR8,2016,PM10,2,Hourly mean (ug/m3):,53.6
GR8,2016,PM10,3,Low days:,292
GR8,2016,PM10,4,Moderate days:,17
GR8,2016,PM10,5,High days:,3
GR8,2016,PM10,6,Very High days:,0
GR8,2016,PM10,7,Mean: (AQS Objective < 40ug/m3),29
GR8,2016,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),22
GR8,2016,PM10,7,Annual data capture rate (%):,86
GR8,2017,FINE,0,PM2.5 (not reference equiv.),-999
GR8,2017,FINE,1,Data capture rate (%):,94
GR8,2017,FINE,2,Hourly mean (ug/m3):,21.8
GR8,2017,NO2,0,Nitrogen Dioxide,-999
GR8,2017,NO2,1,Data capture rate (%):,92
GR8,2017,NO2,2,Hourly max (ug/m3):,240.2
GR8,2017,NO2,3,Low days:,333
GR8,2017,NO2,4,Moderate days:,2
GR8,2017,NO2,5,High days:,0
GR8,2017,NO2,6,Very High days:,0
GR8,2017,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),7
GR8,2017,NO2,7,Mean: (AQS Objective < 40ug/m3),65
GR8,2017,NO2,7,Annual data capture rate (%):,92
GR8,2017,O3,0,Ozone,-999
GR8,2017,O3,1,Data capture rate (%):,94
GR8,2017,O3,2,Rolling 8hr max (ug/m3):,107.7
GR8,2017,O3,3,Low days:,339
GR8,2017,O3,4,Moderate days:,0
GR8,2017,O3,5,High days:,0
GR8,2017,O3,6,Very High days:,0
GR8,2017,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),0
GR8,2017,O3,7,Annual data capture rate (%):,94
GR8,2017,PM10,0,PM10 Particulates,-999
GR8,2017,PM10,1,Data capture rate (%):,94
GR8,2017,PM10,2,Hourly mean (ug/m3):,47.4
GR8,2017,PM10,3,Low days:,334
GR8,2017,PM10,4,Moderate days:,9
GR8,2017,PM10,5,High days:,0
GR8,2017,PM10,6,Very High days:,0
GR8,2017,PM10,7,Mean: (AQS Objective < 40ug/m3),25
GR8,2017,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),9
GR8,2017,PM10,7,Annual data capture rate (%):,94
GR8,2018,FINE,0,PM2.5 (not reference equiv.),-999
GR8,2018,FINE,1,Data capture rate (%):,100
GR8,2018,FINE,2,Hourly mean (ug/m3):,20.3
GR8,2018,NO2,0,Nitrogen Dioxide,-999
GR8,2018,NO2,1,Data capture rate (%):,96
GR8,2018,NO2,2,Hourly max (ug/m3):,194
GR8,2018,NO2,3,Low days:,349
GR8,2018,NO2,4,Moderate days:,0
GR8,2018,NO2,5,High days:,0
GR8,2018,NO2,6,Very High days:,0
GR8,2018,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR8,2018,NO2,7,Mean: (AQS Objective < 40ug/m3),57
GR8,2018,NO2,7,Annual data capture rate (%):,96
GR8,2018,O3,0,Ozone,-999
GR8,2018,O3,1,Data capture rate (%):,99
GR8,2018,O3,2,Rolling 8hr max (ug/m3):,124.5
GR8,2018,O3,3,Low days:,359
GR8,2018,O3,4,Moderate days:,1
GR8,2018,O3,5,High days:,0
GR8,2018,O3,6,Very High days:,0
GR8,2018,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),2
GR8,2018,O3,7,Annual data capture rate (%):,99
GR8,2018,PM10,0,PM10 Particulates,-999
GR8,2018,PM10,1,Data capture rate (%):,100
GR8,2018,PM10,2,Hourly mean (ug/m3):,46.4
GR8,2018,PM10,3,Low days:,359
GR8,2018,PM10,4,Moderate days:,5
GR8,2018,PM10,5,High days:,0
GR8,2018,PM10,6,Very High days:,0
GR8,2018,PM10,7,Mean: (AQS Objective < 40ug/m3),25
GR8,2018,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),6
GR8,2018,PM10,7,Annual data capture rate (%):,100
GR8,2019,FINE,0,PM2.5 (not reference equiv.),-999
GR8,2019,FINE,1,Data capture rate (%):,98
GR8,2019,FINE,2,Hourly mean (ug/m3):,17.8
GR8,2019,NO2,0,Nitrogen Dioxide,-999
GR8,2019,NO2,1,Data capture rate (%):,100
GR8,2019,NO2,2,Hourly max (ug/m3):,162.9
GR8,2019,NO2,3,Low days:,364
GR8,2019,NO2,4,Moderate days:,0
GR8,2019,NO2,5,High days:,0
GR8,2019,NO2,6,Very High days:,0
GR8,2019,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR8,2019,NO2,7,Mean: (AQS Objective < 40ug/m3),52
GR8,2019,NO2,7,Annual data capture rate (%):,100
GR8,2019,O3,0,Ozone,-999
GR8,2019,O3,1,Data capture rate (%):,90
GR8,2019,O3,2,Rolling 8hr max (ug/m3):,128.4
GR8,2019,O3,3,Low days:,326
GR8,2019,O3,4,Moderate days:,1
GR8,2019,O3,5,High days:,0
GR8,2019,O3,6,Very High days:,0
GR8,2019,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),1
GR8,2019,O3,7,Annual data capture rate (%):,90
GR8,2019,PM10,0,PM10 Particulates,-999
GR8,2019,PM10,1,Data capture rate (%):,99
GR8,2019,PM10,2,Hourly mean (ug/m3):,41.6
GR8,2019,PM10,3,Low days:,352
GR8,2019,PM10,4,Moderate days:,8
GR8,2019,PM10,5,High days:,1
GR8,2019,PM10,6,Very High days:,0
GR8,2019,PM10,7,Mean: (AQS Objective < 40ug/m3),23
GR8,2019,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),10
GR8,2019,PM10,7,Annual data capture rate (%):,99
GR8,2020,FINE,0,PM2.5 (not reference equiv.),-999
GR8,2020,FINE,1,Data capture rate (%):,68
GR8,2020,FINE,2,Hourly mean (ug/m3):,15.9
GR8,2020,NO2,0,Nitrogen Dioxide,-999
GR8,2020,NO2,1,Data capture rate (%):,98
GR8,2020,NO2,2,Hourly max (ug/m3):,171.5
GR8,2020,NO2,3,Low days:,360
GR8,2020,NO2,4,Moderate days:,0
GR8,2020,NO2,5,High days:,0
GR8,2020,NO2,6,Very High days:,0
GR8,2020,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR8,2020,NO2,7,Mean: (AQS Objective < 40ug/m3),43
GR8,2020,NO2,7,Annual data capture rate (%):,99
GR8,2020,O3,0,Ozone,-999
GR8,2020,O3,1,Data capture rate (%):,98
GR8,2020,O3,2,Rolling 8hr max (ug/m3):,137.9
GR8,2020,O3,3,Low days:,352
GR8,2020,O3,4,Moderate days:,3
GR8,2020,O3,5,High days:,0
GR8,2020,O3,6,Very High days:,0
GR8,2020,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),3
GR8,2020,O3,7,Annual data capture rate (%):,98
GR8,2020,PM10,0,PM10 Particulates,-999
GR8,2020,PM10,1,Data capture rate (%):,99
GR8,2020,PM10,2,Hourly mean (ug/m3):,38.9
GR8,2020,PM10,3,Low days:,357
GR8,2020,PM10,4,Moderate days:,4
GR8,2020,PM10,5,High days:,0
GR8,2020,PM10,6,Very High days:,0
GR8,2020,PM10,7,Mean: (AQS Objective < 40ug/m3),21
GR8,2020,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),4
GR8,2020,PM10,7,Annual data capture rate (%):,99
GR8,2021,FINE,0,PM2.5 (not reference equiv.),-999
GR8,2021,FINE,1,Data capture rate (%):,64
GR8,2021,FINE,2,Hourly mean (ug/m3):,14.3
GR8,2021,NO2,0,Nitrogen Dioxide,-999
GR8,2021,NO2,1,Data capture rate (%):,100
GR8,2021,NO2,2,Hourly max (ug/m3):,147.1
GR8,2021,NO2,3,Low days:,365
GR8,2021,NO2,4,Moderate days:,0
GR8,2021,NO2,5,High days:,0
GR8,2021,NO2,6,Very High days:,0
GR8,2021,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR8,2021,NO2,7,Mean: (AQS Objective < 40ug/m3),40
GR8,2021,NO2,7,Annual data capture rate (%):,100
GR8,2021,O3,0,Ozone,-999
GR8,2021,O3,1,Data capture rate (%):,97
GR8,2021,O3,2,Rolling 8hr max (ug/m3):,115.7
GR8,2021,O3,3,Low days:,353
GR8,2021,O3,4,Moderate days:,0
GR8,2021,O3,5,High days:,0
GR8,2021,O3,6,Very High days:,0
GR8,2021,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),0
GR8,2021,O3,7,Annual data capture rate (%):,97
GR8,2021,PM10,0,PM10 Particulates,-999
GR8,2021,PM10,1,Data capture rate (%):,90
GR8,2021,PM10,2,Hourly mean (ug/m3):,35.5
GR8,2021,PM10,3,Low days:,323
GR8,2021,PM10,4,Moderate days:,2
GR8,2021,PM10,5,High days:,1
GR8,2021,PM10,6,Very High days:,0
GR8,2021,PM10,7,Mean: (AQS Objective < 40ug/m3),20
GR8,2021,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),5
GR8,2021,PM10,7,Annual data capture rate (%):,90
GR8,2021,PM25,0,PM2.5 Particulates,-999
GR8,2021,PM25,1,Data capture rate (%):,35
GR8,2021,PM25,2,Hourly mean (ug/m3):,21.8
GR8,2021,PM25,3,Low days:,125
GR8,2021,PM25,4,Moderate days:,1
GR8,2021,PM25,5,High days:,0
GR8,2021,PM25,6,Very High days:,0
GR8,2021,PM25,7,Mean: (AQS Objective < 25ug/m3),11
GR8,2022,NO2,0,Nitrogen Dioxide,-999
GR8,2022,NO2,1,Data capture rate (%):,98
GR8,2022,NO2,2,Hourly max (ug/m3):,173.4
GR8,2022,NO2,3,Low days:,356
GR8,2022,NO2,4,Moderate days:,0
GR8,2022,NO2,5,High days:,0
GR8,2022,NO2,6,Very High days:,0
GR8,2022,NO2,7,Mean: (AQS Objective < 40ug/m3),40
GR8,2022,NO2,7,Annual data capture rate (%):,98
GR8,2022,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR8,2022,O3,0,Ozone,-999
GR8,2022,O3,1,Data capture rate (%):,74
GR8,2022,O3,2,Rolling 8hr max (ug/m3):,118.6
GR8,2022,O3,3,Low days:,267
GR8,2022,O3,4,Moderate days:,1
GR8,2022,O3,5,High days:,0
GR8,2022,O3,6,Very High days:,0
GR8,2022,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),1
GR8,2022,O3,7,Annual data capture rate (%):,74
GR8,2022,PM10,0,PM10 Particulates,-999
GR8,2022,PM10,1,Data capture rate (%):,99
GR8,2022,PM10,2,Hourly mean (ug/m3):,36.7
GR8,2022,PM10,3,Low days:,356
GR8,2022,PM10,4,Moderate days:,3
GR8,2022,PM10,5,High days:,0
GR8,2022,PM10,6,Very High days:,1
GR8,2022,PM10,7,Mean: (AQS Objective < 40ug/m3),18
GR8,2022,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),4
GR8,2022,PM10,7,Annual data capture rate (%):,99
GR8,2022,PM25,0,PM2.5 Particulates,-999
GR8,2022,PM25,1,Data capture rate (%):,56
GR8,2022,PM25,2,Hourly mean (ug/m3):,24.2
GR8,2022,PM25,3,Low days:,200
GR8,2022,PM25,4,Moderate days:,1
GR8,2022,PM25,5,High days:,1
GR8,2022,PM25,6,Very High days:,0
GR8,2022,PM25,7,Mean: (AQS Objective < 25ug/m3),12
GR8,2023,NO2,0,Nitrogen Dioxide,-999
GR8,2023,NO2,1,Data capture rate (%):,55
GR8,2023,NO2,2,Hourly max (ug/m3):,168.9
GR8,2023,NO2,3,Low days:,200
GR8,2023,NO2,4,Moderate days:,0
GR8,2023,NO2,5,High days:,0
GR8,2023,NO2,6,Very High days:,0
GR8,2023,NO2,7,Mean: (AQS Objective < 40ug/m3),33
GR8,2023,NO2,7,Annual data capture rate (%):,55
GR8,2023,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR8,2023,O3,0,Ozone,-999
GR8,2023,O3,1,Data capture rate (%):,0
GR8,2023,O3,2,Rolling 8hr max (ug/m3):,-999
GR8,2023,O3,3,Low days:,0
GR8,2023,O3,4,Moderate days:,0
GR8,2023,O3,5,High days:,0
GR8,2023,O3,6,Very High days:,0
GR8,2023,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),-999
GR8,2023,O3,7,Annual data capture rate (%):,-999
GR8,2023,PM10,0,PM10 Particulates,-999
GR8,2023,PM10,1,Data capture rate (%):,74
GR8,2023,PM10,2,Hourly mean (ug/m3):,33.5
GR8,2023,PM10,3,Low days:,266
GR8,2023,PM10,4,Moderate days:,2
GR8,2023,PM10,5,High days:,0
GR8,2023,PM10,6,Very High days:,0
GR8,2023,PM10,7,Mean: (AQS Objective < 40ug/m3),17
GR8,2023,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),2
GR8,2023,PM10,7,Annual data capture rate (%):,74
GR8,2023,PM25,0,PM2.5 Particulates,-999
GR8,2023,PM25,1,Data capture rate (%):,15
GR8,2023,PM25,2,Hourly mean (ug/m3):,14.1
GR8,2023,PM25,3,Low days:,55
GR8,2023,PM25,4,Moderate days:,0
GR8,2023,PM25,5,High days:,0
GR8,2023,PM25,6,Very High days:,0
GR8,2023,PM25,7,Mean: (AQS Objective < 25ug/m3),8
GR8,2024,NO2,0,Nitrogen Dioxide,-999
GR8,2024,NO2,1,Data capture rate (%):,67
GR8,2024,NO2,2,Hourly max (ug/m3):,135.1
GR8,2024,NO2,3,Low days:,245
GR8,2024,NO2,4,Moderate days:,0
GR8,2024,NO2,5,High days:,0
GR8,2024,NO2,6,Very High days:,0
GR8,2024,NO2,7,Mean: (AQS Objective < 40ug/m3),35
GR8,2024,NO2,7,Annual data capture rate (%):,67
GR8,2024,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
GR8,2024,PM10,0,PM10 Particulates,-999
GR8,2024,PM10,1,Data capture rate (%):,51
GR8,2024,PM10,2,Hourly mean (ug/m3):,35.9
GR8,2024,PM10,3,Low days:,179
GR8,2024,PM10,4,Moderate days:,2
GR8,2024,PM10,5,High days:,0
GR8,2024,PM10,6,Very High days:,0
GR8,2024,PM10,7,Mean: (AQS Objective < 40ug/m3),19
GR8,2024,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),3
GR8,2024,PM10,7,Annual data capture rate (%):,51
GR8,2024,PM25,0,PM2.5 Particulates,-999
GR8,2024,PM25,1,Data capture rate (%):,1
GR8,2024,PM25,2,Hourly mean (ug/m3):,12.5
GR8,2024,PM25,3,Low days:,4
GR8,2024,PM25,4,Moderate days:,0
